region,year,month,profit
West,2017,7,4.4712
West,2017,7,89.964
West,2017,7,10.89
West,2017,7,41.2237
West,2017,7,17.38
West,2017,7,-4.6764
West,2017,7,4.1652
East,2018,5,1.9926
East,2016,11,9.5736
East,2016,11,-26.541
West,2017,9,143.303
West,2017,9,56.324
East,2017,10,-231.4116
South,2017,10,17.9982
West,2015,7,-87.9354
West,2015,7,68.8464
West,2016,3,102.9528
West,2016,3,91.7728
South,2018,12,168.4704
West,2016,4,7.7679
West,2016,4,16.6764
East,2015,9,12.582
East,2015,12,503.7822
East,2015,12,84.51
East,2015,12,66.6272
West,2015,10,12.2715
West,2018,11,9.5571
Central,2015,6,-38.1114
Central,2015,6,4.7196
Central,2018,11,19.596
Central,2018,6,23.235
East,2018,5,3.2064
West,2017,11,-4.1762
West,2017,11,-14.4078
West,2017,11,16.7832
West,2017,11,-97.5528
West,2017,11,228.0792
West,2017,11,5.3116
West,2015,9,21.7515
East,2018,2,81.1314
East,2018,2,7.3451
Central,2015,11,45.576
Central,2015,11,96.3438
Central,2015,11,69.1776
Central,2015,11,7.98
West,2018,11,3.4965
West,2018,11,15.336
South,2018,9,3.6288
East,2015,10,2.8101
Central,2015,6,7.4872
East,2015,6,31.0059
West,2016,10,16.032
West,2016,10,103.3116
Central,2015,1,4.0542
Central,2015,1,30.0234
Central,2015,1,8.9535
Central,2015,1,93.5816
Central,2015,1,15.9792
Central,2015,1,12.7368
Central,2015,1,4.8609
Central,2015,1,13.365
East,2015,7,23.0864
East,2015,7,6.398
West,2017,8,15.9936
West,2017,8,42.495
East,2018,10,43.9
East,2018,10,2.4598
East,2018,10,1351.9896
East,2017,12,-35.2152
East,2016,3,52.734
East,2016,3,14.9156
East,2016,3,33.2544
East,2016,3,170.5113
East,2018,10,12.0295
West,2016,5,4.4138
West,2016,5,10.4496
West,2016,5,10.518
Central,2018,9,-105.69
South,2018,11,27.1032
East,2016,9,-2.01
East,2016,9,2.0975
East,2016,9,101.394
East,2015,10,-13.637
West,2018,1,6.888
West,2018,1,12.4416
West,2018,1,3.1104
West,2018,1,8.6352
West,2016,12,15.764
West,2015,11,8.2901
West,2018,11,56.55
West,2018,11,103.9992
West,2018,11,24.8832
East,2018,4,11.1294
East,2018,4,7.2111
East,2018,4,33.3256
West,2018,5,49.92
Central,2017,10,-29.512
East,2017,11,12.7764
East,2018,10,21.8192
East,2018,10,3.1161
East,2018,10,66.9546
South,2015,4,70.198
South,2015,4,-1.249
East,2017,10,1.7248
West,2017,12,4.2804
East,2018,4,41.9958
East,2018,4,71.5375
West,2015,4,-11.8256
East,2017,3,-167.986
East,2017,3,-36.9544
Central,2018,1,-52.4544
Central,2018,1,14.3952
Central,2018,1,13.3008
Central,2018,1,-6.6278
Central,2015,1,4.752
Central,2015,1,6.8982
South,2016,2,146.2405
South,2016,2,6.3504
East,2017,12,6.7252
East,2017,12,2.8224
East,2017,12,10.5252
East,2017,12,198.46
East,2017,12,4.6305
East,2017,12,7.803
Central,2018,10,0.5904
East,2018,8,247.485
East,2018,8,11.8272
East,2018,8,68.364
South,2018,5,33.8744
South,2018,5,1.8672
South,2018,5,3.0438
South,2016,11,19.9665
West,2018,8,7.1196
West,2018,8,43.4217
Central,2018,5,-12.849
Central,2018,5,5.775
Central,2018,5,16.1838
Central,2018,5,0.6993
Central,2018,5,26.9024
South,2018,8,48.3771
South,2018,8,9.816
South,2018,11,-7.68
West,2018,8,29.358
East,2017,3,-25.3344
East,2017,3,-1.3464
Central,2017,10,6.1488
Central,2017,10,81.1734
Central,2017,10,3.4692
Central,2017,10,9.9882
West,2015,7,34.6983
West,2016,10,-73.8192
East,2018,8,9.3312
East,2017,5,1119.9968
East,2017,5,-4.196
East,2017,5,3.6288
East,2017,5,-24.4764
South,2015,11,-1.624
South,2015,11,-299.2614
South,2015,11,-10.4874
South,2015,11,-51.294
Central,2016,3,8.526
Central,2016,3,13.572
West,2018,5,14.7
West,2018,5,28.629
West,2018,5,22.6782
Central,2018,12,-97.4988
East,2015,10,-6.549
East,2017,10,12.492
East,2017,10,23.9688
East,2017,10,18.2112
East,2017,10,11.454
East,2017,10,33.7266
Central,2016,3,2.4864
Central,2018,3,-77.625
Central,2018,3,0.8624
Central,2018,3,0.654
East,2016,9,5.1648
East,2016,9,21.0128
East,2016,9,2.211
Central,2016,12,13.8579
Central,2016,10,0.559
West,2018,7,15.2712
West,2018,7,11.4576
East,2015,8,36.7173
East,2015,8,7.0224
East,2018,5,1.0904
East,2018,5,6.615
East,2018,5,9.3
East,2018,5,18.8937
East,2018,5,23.5764
East,2018,5,37
South,2017,9,6.3744
South,2016,11,6.372
West,2018,5,25.3302
East,2017,12,582.232
East,2017,12,176.386
East,2017,12,23.8986
Central,2016,8,35.6346
Central,2016,8,11.452
Central,2015,6,33.831
South,2017,3,87.18
East,2015,1,-53.2856
South,2018,6,-3.4914
South,2018,6,0.585
South,2018,6,-2.5749
South,2018,6,5.4432
South,2018,6,50.396
South,2018,6,1.8354
South,2018,6,0
South,2018,6,-4.14
East,2018,6,-115.4304
East,2018,6,36.1836
East,2018,6,22.2264
South,2016,3,156.338
South,2016,3,-9.8463
South,2016,3,96.0232
East,2018,9,15.552
East,2015,9,16.8896
South,2017,11,10.8588
South,2017,11,4.4685
South,2017,11,24.4768
Central,2018,10,-2.7
Central,2018,10,5.4432
Central,2018,10,-3.272
South,2016,7,6.0726
South,2016,7,62.1414
Central,2015,2,2.3409
South,2016,7,64.3678
South,2016,7,41.4276
East,2015,11,-107.9928
East,2015,11,-10.0464
East,2015,11,-13.4694
East,2018,11,349.3392
Central,2017,6,0.4641
East,2017,10,5.98
East,2017,10,-24.9624
East,2018,12,137.151
East,2018,12,17.6232
East,2018,12,16.6698
West,2018,3,8.1192
West,2018,3,5.6448
West,2018,3,140.5957
West,2018,3,23.2182
West,2018,9,0
West,2018,9,105.98
West,2018,9,41.706
West,2018,9,30.5088
West,2018,9,0.84
Central,2018,1,2504.2216
Central,2018,1,72.6408
Central,2018,1,25.2315
East,2017,7,3.276
East,2017,7,-12.9987
East,2017,7,-4.7625
East,2017,7,-7.85
East,2017,12,899.982
East,2015,12,56.264
Central,2015,2,-6.8634
Central,2018,12,2.552
Central,2018,12,29.988
Central,2018,12,143.982
East,2015,11,726.5619
East,2015,11,-50.098
South,2015,10,-147.8655
South,2015,10,-24.588
East,2016,10,41.3374
East,2016,10,75.686
West,2018,11,34.6296
West,2018,11,23.7864
West,2018,11,10.788
West,2018,11,7.9896
East,2018,5,-46.536
East,2018,5,1.764
East,2018,5,7.745
Central,2015,3,-172.1172
Central,2015,3,5.6784
Central,2016,7,38.97
East,2016,11,21.8376
West,2018,12,6.4128
West,2018,12,7.945
Central,2015,10,71.9928
Central,2015,10,31.5825
Central,2015,10,1.2376
Central,2015,10,-14.7594
Central,2015,10,7.9378
East,2016,6,169.182
West,2017,7,197.353
West,2017,7,1.512
Central,2018,3,-90.774
East,2015,5,7.9086
East,2015,5,-38.85
East,2015,5,2.5056
East,2015,5,244.2496
Central,2018,2,-426.986
Central,2018,2,0.712
Central,2015,4,1.008
Central,2015,4,-18.1176
Central,2015,4,50.4063
Central,2015,4,28.497
West,2017,5,5.8604
East,2017,11,67.608
East,2017,11,118.3704
West,2018,3,440.7648
West,2018,3,-17.0352
South,2016,12,50.4426
West,2015,8,75.5958
West,2017,10,3.2064
West,2017,10,2.2518
West,2017,10,30.582
West,2017,8,86.3856
South,2018,7,29.5626
South,2018,7,67.99
South,2018,7,3.872
South,2018,7,5.7072
South,2018,7,69.6762
South,2018,7,7.1712
South,2018,7,11.586
South,2015,3,3.2214
West,2016,4,9.702
West,2016,4,1.7325
East,2017,6,11.7488
Central,2016,5,35.2604
East,2018,4,-7.84
East,2018,4,1.8704
South,2015,6,-0.91
South,2015,6,22.4808
East,2015,12,23.6808
East,2015,12,73.41
East,2015,12,64.7568
East,2015,12,7.2036
West,2018,6,-32.9292
West,2017,5,0
West,2017,5,21.7728
West,2017,5,23.7564
West,2017,5,-84.8232
West,2017,5,116.2425
East,2016,3,25.1496
West,2017,10,6.03
South,2016,4,51.8292
South,2016,4,9.798
South,2016,4,131.586
South,2016,4,35.6796
West,2017,6,14.098
West,2017,6,10.8
West,2017,6,107.7216
Central,2018,1,15.552
Central,2018,1,54.5844
Central,2018,1,83.281
Central,2018,1,53.235
West,2015,9,12.1452
West,2015,9,27.4856
Central,2016,1,-13.1706
Central,2016,1,-8.5416
East,2015,12,2239.9872
West,2015,5,6.2208
East,2016,9,134.3328
South,2016,10,-5.412
West,2017,12,52.3764
West,2017,12,629.01
Central,2017,5,15.2544
West,2017,10,85.9957
South,2018,5,-52.5481
South,2018,5,70.5564
South,2018,5,39.689
East,2018,11,2.0271
East,2018,11,36.2556
East,2015,10,-734.5264
Central,2018,8,60.4224
Central,2018,8,29.5186
Central,2018,8,66.6
West,2016,8,38.3572
West,2016,8,-31.4874
West,2016,8,15.0156
West,2017,12,-304.6653
West,2017,12,8.7168
Central,2018,9,-68.1856
Central,2018,9,107.9946
Central,2018,9,15.498
Central,2018,9,-11.6512
Central,2018,9,7.2576
Central,2018,9,-39.637
West,2018,2,25.0182
West,2018,2,4.7988
West,2018,2,-6.396
West,2018,2,3.857
West,2018,2,16.3172
West,2018,2,-185.7168
East,2016,8,11.898
East,2016,8,33.0368
East,2016,8,210.4942
South,2018,10,60.6645
South,2018,10,113.211
Central,2017,7,79.692
East,2018,5,15.426
East,2018,5,2.9568
East,2018,5,4.42
East,2018,5,34.96
South,2018,5,13.428
West,2015,8,17.3488
West,2016,9,79.758
Central,2017,9,-8.3524
South,2016,9,12.2328
Central,2016,11,4.914
Central,2016,11,22.653
Central,2016,11,5.135
Central,2016,11,165.2868
West,2015,10,3.5154
East,2018,9,2.834
East,2018,9,37.5624
East,2018,9,73.41
Central,2018,1,1.728
West,2015,11,8.8176
Central,2016,12,-15.7514
Central,2016,12,-19.7372
Central,2016,12,1.476
West,2016,5,55.896
West,2018,3,21.2724
Central,2018,12,2.128
Central,2018,7,8.4096
Central,2018,7,54.558
South,2018,8,219.6546
East,2018,9,80.7912
Central,2017,8,14.8707
East,2017,12,134.9322
East,2017,12,11.4504
East,2017,12,26.9304
West,2018,7,7.6798
West,2018,7,22.5296
West,2018,7,17.6232
South,2016,5,20.392
South,2016,5,-4.9128
West,2016,6,19.0386
West,2016,6,1.7919
West,2016,6,8.9985
East,2015,4,3.6018
West,2016,11,99.432
West,2016,11,20.1558
West,2017,12,99.296
East,2018,8,1.239
Central,2018,12,-292.9872
Central,2018,12,-26.7558
Central,2018,12,-4.908
Central,2018,12,24.9984
South,2017,4,14.4
South,2017,4,12.7008
South,2017,4,31.984
South,2017,12,3.0576
West,2018,9,31.4895
West,2018,9,6.0632
West,2018,9,4.8546
East,2018,9,6.9654
West,2017,9,4.8162
West,2017,9,5.2029
West,2017,9,7.764
Central,2018,8,83.284
South,2017,11,8.2056
South,2016,6,-4.4946
South,2016,6,56.2744
South,2016,6,7.2576
West,2015,7,62.1376
West,2015,7,3.2432
South,2016,12,3.9474
West,2017,4,44.3664
West,2017,4,81.1314
West,2017,4,6.0264
West,2017,4,15.6104
Central,2015,5,7.6968
Central,2015,5,-5.1396
Central,2015,5,3.1806
West,2018,7,-13.7403
East,2016,2,16.146
East,2018,6,107.9892
East,2018,6,1.794
East,2018,11,163.787
East,2018,12,5.0463
East,2018,12,8.073
East,2018,12,29.245
East,2017,6,20.7332
East,2017,6,2.2724
East,2017,6,27.882
East,2017,6,3.7412
East,2017,6,121.1056
East,2018,9,18.96
East,2018,9,143.6288
East,2018,9,102.9444
East,2018,9,0
South,2018,12,2.4582
East,2018,6,0
East,2017,7,31.0156
Central,2017,9,9.8685
Central,2017,9,-19.47
Central,2018,4,-18.1176
Central,2018,4,3.546
Central,2018,4,-6.188
East,2015,8,98.105
South,2018,9,13.452
West,2018,12,146.79
West,2018,12,-9.9705
West,2017,11,2.7956
West,2017,11,1.305
West,2017,11,18.6624
East,2016,3,8.1144
Central,2017,9,-17.523
East,2018,1,157.4685
East,2017,9,31.0446
East,2017,9,4.2804
East,2017,9,5.8696
East,2017,9,27.4856
East,2018,7,3.0144
East,2018,7,4.2471
East,2018,7,-34.647
East,2018,7,-25.992
East,2018,7,7.2576
South,2016,9,12.993
South,2016,9,31.4685
South,2016,9,12.3144
West,2017,11,2.808
West,2017,11,2.7944
East,2015,8,30.2112
Central,2016,11,1.6116
Central,2016,11,26.9973
Central,2016,11,-15.5268
Central,2016,8,-16.5858
Central,2016,8,-6.0768
Central,2016,8,-3.94
West,2017,12,-24.1026
West,2017,12,-386.957
West,2017,12,-7.896
West,2017,12,21.42
West,2017,12,4.1972
West,2015,10,34.993
South,2015,11,4.8804
West,2018,12,1.3978
Central,2016,3,35.6613
Central,2016,3,-7.833
East,2018,9,-2.588
East,2018,9,-18.0385
East,2018,9,-29.1528
East,2018,9,-12.208
East,2018,9,4.7976
East,2018,9,-168.819
West,2015,6,2.6208
West,2015,6,8.95
West,2015,6,1061.5722
Central,2018,12,-2.688
Central,2018,12,-2.3904
Central,2018,12,-3.2392
Central,2018,12,-1.406
West,2018,11,43.706
South,2016,7,49.23
South,2016,7,39.4438
Central,2017,10,4.872
Central,2017,10,8399.976
Central,2017,10,331.191
Central,2017,10,16.8413
Central,2017,10,9.5088
East,2017,12,53.4519
East,2018,7,4.5448
Central,2016,10,1.002
West,2017,9,-12.7785
West,2017,11,3.9032
West,2018,10,70.219
West,2018,10,9.3152
East,2016,7,2.8912
West,2018,2,459.396
West,2018,2,41.76
East,2016,12,-10.3824
South,2017,9,1.656
South,2017,9,5.2164
South,2017,9,0.679
South,2017,9,307.1448
West,2015,7,47.848
West,2017,5,14.418
West,2017,7,3.4995
Central,2017,6,26.9024
West,2015,4,27.5632
Central,2017,1,407.1288
Central,2017,1,49.8435
South,2018,12,17.3712
Central,2016,5,770.352
South,2018,12,148.491
South,2018,12,14.7184
South,2018,12,20.6816
South,2018,12,85.9818
West,2018,4,13.5072
West,2018,4,3.4686
West,2018,4,3.597
West,2018,4,46.7313
West,2018,4,11.2896
West,2018,4,-19.1058
Central,2018,12,3.6288
West,2017,8,4.752
West,2017,8,-20.691
West,2017,8,91.7892
West,2017,8,-7.996
West,2017,8,180.441
West,2017,8,6.2208
West,2017,8,21.384
Central,2017,12,3.8844
Central,2015,10,-17.248
Central,2015,10,-17.9964
South,2017,9,11.7782
South,2017,9,314.0586
Central,2016,10,-95.2476
Central,2016,10,1.8704
West,2016,12,125.245
West,2016,12,15.552
West,2016,12,401.814
West,2016,12,2.9346
West,2016,12,52.532
East,2018,9,8.8008
East,2018,9,-56.3108
West,2018,4,8.763
West,2018,4,27.504
South,2018,9,26.7904
South,2018,9,24.4608
South,2018,9,34.182
South,2018,9,12.4416
South,2018,9,6.9088
South,2018,9,119.4742
South,2018,9,9.9992
South,2018,9,114.9385
East,2018,8,-7.9068
Central,2016,5,-163.5767
Central,2016,5,-13.0152
East,2016,9,167.979
West,2018,7,839.986
Central,2018,9,5.6
Central,2018,9,-15.0876
Central,2018,9,-44.235
West,2018,12,2.8836
Central,2018,5,19.8144
West,2017,9,125.198
South,2018,12,4.2804
East,2015,9,-2.0016
West,2018,7,25.5112
West,2018,8,50.3658
West,2018,5,59.0372
South,2016,6,4.1988
Central,2015,12,9.912
Central,2015,12,-31.332
Central,2015,12,44.9616
West,2015,12,70.196
West,2017,4,0.864
East,2016,5,-18.0312
West,2018,2,99.9012
East,2018,4,8.49
South,2016,3,240.8595
South,2016,3,3.3948
East,2016,11,10.8836
East,2016,11,42.588
West,2017,7,8.694
West,2017,6,25.2936
West,2017,6,10.3071
West,2017,6,97.0137
West,2017,6,9.3906
East,2015,7,-2.249
East,2015,7,-13.993
East,2015,7,1.1994
East,2015,7,4.6782
Central,2018,11,-10.7973
Central,2017,9,-75.8448
Central,2015,6,11.8768
West,2017,11,52.7692
East,2018,6,37.1084
East,2018,6,8.236
East,2018,6,214.164
East,2018,6,31.5192
West,2016,7,38.9975
East,2015,9,5.4488
East,2017,9,-26.196
West,2016,11,1.1656
Central,2016,4,-55.256
Central,2016,4,-23.7822
East,2018,11,18.2525
East,2018,11,-29.3238
Central,2016,11,55.9986
West,2016,10,4.1328
West,2016,10,19.4184
West,2016,10,50.396
West,2016,4,9.8164
South,2017,7,17.108
South,2017,7,15.525
West,2016,9,4.3428
West,2016,9,73.41
West,2016,9,6.2208
West,2018,11,2.106
South,2017,7,4.794
South,2017,7,5.58
South,2017,7,11.086
South,2017,7,18.2352
South,2017,7,3.1654
South,2017,7,28.8576
East,2016,10,214.4922
West,2017,1,7.7035
West,2018,9,-2.5248
West,2018,9,4.4792
West,2018,9,29.495
West,2018,9,-13.938
Central,2018,9,8.3328
West,2016,6,1.9926
West,2016,6,46.632
South,2017,11,17.994
South,2018,11,23.9463
West,2018,1,69.705
East,2015,11,2.8416
East,2015,11,13.8828
Central,2017,9,11.086
Central,2017,9,2.2828
Central,2017,9,71.162
Central,2017,9,14.4648
Central,2017,9,2.99
Central,2017,9,12.672
South,2018,11,130.2885
Central,2018,12,-3.7584
South,2016,11,18.6606
South,2016,11,58.812
South,2016,11,41.0388
South,2016,11,79.758
South,2016,11,6.975
West,2016,11,8.3916
Central,2018,12,-22.144
Central,2018,12,63.7536
West,2017,9,6.3504
South,2018,5,62.532
South,2018,5,0.7728
Central,2016,3,-110.0232
West,2015,8,26.0316
West,2015,8,22.5732
Central,2015,12,1.8144
East,2016,11,13.6776
Central,2015,12,-7.476
East,2016,8,-8.9796
East,2016,8,-42.747
East,2016,8,-3.8976
East,2015,5,5.837
East,2015,5,0.1512
East,2015,5,56.2032
West,2018,12,15.6978
South,2015,3,38.1576
South,2015,3,14.1728
South,2015,3,164.6316
South,2015,3,7.0218
East,2017,6,12.1401
West,2015,8,5.4432
West,2015,8,0.51
West,2015,8,1.2672
West,2015,8,10.773
West,2015,8,10.8864
West,2015,8,69.705
East,2018,2,65.9634
East,2018,2,15.606
East,2018,1,2.4012
Central,2017,12,15.594
East,2017,11,7.8792
East,2017,11,6.48
East,2017,11,25.0938
East,2017,11,8.1882
East,2017,11,17.19
East,2017,11,11.4504
West,2018,11,52.3392
South,2015,5,89.997
South,2018,9,6.2208
South,2018,9,6.4584
East,2018,12,41.68
East,2018,12,8.3754
East,2018,12,27.3592
East,2018,7,69.9965
East,2018,7,-14.196
East,2018,7,1.148
Central,2017,11,3.3524
West,2015,4,2.4898
West,2015,4,139.986
South,2017,8,5.4432
West,2015,9,2.3686
West,2017,12,68.12
West,2017,12,6.0632
West,2017,12,13.941
West,2017,12,25.1916
West,2017,12,-31.843
West,2017,12,11.19
West,2017,12,39.8736
West,2017,12,111.517
West,2017,12,2.0088
West,2017,12,24.1918
West,2017,12,2.1286
West,2016,2,4.0986
West,2017,12,10.422
West,2018,8,0.6984
East,2018,2,8.4942
West,2015,12,327.9458
West,2017,5,18.6624
Central,2017,5,-3.2406
Central,2017,5,30.996
West,2015,8,2.691
Central,2017,9,3.3524
Central,2017,7,0.3336
Central,2017,7,1.8144
Central,2017,7,15.393
Central,2017,7,-8.316
Central,2017,7,1.0008
West,2017,5,26.901
South,2017,9,-17.5651
South,2017,9,34.8138
South,2017,9,3.4048
South,2017,9,-149.6307
South,2017,9,303.804
South,2017,9,-12.628
West,2018,7,1.6896
West,2018,7,121.9644
East,2018,9,-6.303
East,2018,9,-42.9516
West,2018,8,23.9688
West,2016,10,23.808
West,2018,6,7.4975
South,2016,1,49.9704
South,2016,1,45.7632
South,2016,1,11.1176
South,2016,1,24.2285
Central,2016,2,89.991
East,2017,8,55.008
East,2017,8,89.9548
East,2017,8,9.1785
East,2018,11,149.9112
East,2016,12,99.9408
West,2015,11,8.802
Central,2017,8,6.6312
East,2015,9,-5.037
West,2018,9,105.275
East,2018,6,-43.4352
East,2018,6,7.272
East,2018,6,1.5291
East,2017,4,0.7794
East,2017,4,1.476
East,2017,4,13.7964
East,2017,4,2.2504
East,2017,4,17.99
East,2017,4,15.372
East,2017,4,3.248
West,2017,5,320.3172
West,2017,5,2.0048
West,2015,10,27.882
West,2015,10,0.4704
East,2018,2,8.7906
West,2018,11,4.5188
South,2015,1,-51.5154
West,2018,12,18.837
West,2018,12,41.1684
East,2016,8,4.4088
East,2016,8,69.1776
South,2017,9,8.7906
South,2017,9,4.5837
East,2017,11,7.567
East,2017,11,6.5736
South,2017,4,8.3524
South,2017,4,40.0036
Central,2018,11,67.0644
Central,2018,11,545.1884
Central,2018,11,9.8856
Central,2018,11,43.1904
Central,2018,11,240.294
South,2016,11,-5.784
South,2016,11,1.308
South,2016,11,-50.304
South,2016,11,-36.294
Central,2018,9,46.5432
Central,2018,9,37.884
South,2015,11,48.906
East,2018,3,-181.265
East,2018,3,-8.6058
East,2018,3,-46.4292
East,2018,3,3.246
East,2017,6,41.823
East,2017,6,18.396
Central,2016,6,109.3365
South,2018,12,35.49
West,2018,12,-135.087
South,2015,10,31.0688
Central,2016,12,-108.8304
South,2016,12,46.8996
South,2016,12,74.213
East,2018,4,2.4059
West,2017,3,0.8792
West,2017,3,2.9302
Central,2016,5,16.6788
Central,2016,5,5.6
South,2015,7,10.92
South,2015,7,7.644
East,2015,4,121.4416
East,2015,4,3.3453
East,2017,9,17.38
West,2015,7,3.2256
West,2015,7,71.772
West,2015,7,68.585
West,2015,7,19.1646
East,2018,10,3.2392
West,2018,4,22.6737
Central,2018,3,1.7995
Central,2018,3,569.9905
Central,2018,3,23.235
Central,2018,3,-226.6368
Central,2018,3,2.4174
East,2018,5,-1.5414
East,2018,5,-7.5168
East,2017,11,25.1916
South,2015,1,5.2398
East,2017,12,0.5
West,2018,4,7.553
East,2018,4,227.205
Central,2018,8,-1.041
Central,2018,8,1.002
Central,2018,8,-2.1312
Central,2018,8,-22.2388
Central,2018,8,-99.1032
West,2017,11,25.497
West,2017,11,-8.4294
South,2017,10,-4.49
South,2017,10,5.0336
South,2017,2,175.5156
South,2017,2,7.4824
West,2017,11,7.2298
West,2015,4,6.206
West,2015,4,5.796
East,2016,8,3.1096
East,2016,8,34.5
South,2017,11,14.595
South,2017,11,-114.3534
East,2017,10,75.68
Central,2015,12,-4.8048
East,2016,9,2.0672
West,2018,10,5.9364
West,2018,10,32.3015
West,2017,9,0.91
West,2017,9,7.2576
West,2017,9,2.99
West,2017,6,13.8828
West,2017,6,18.7224
West,2017,6,3.9312
West,2018,10,7.2177
Central,2016,9,4.756
Central,2016,9,12.4416
West,2016,5,2.5578
West,2016,5,21.8736
West,2016,5,122.3856
West,2016,5,17.3488
East,2018,1,-228.7425
East,2018,1,35.8644
Central,2018,9,-7.119
West,2017,7,12.4173
West,2017,7,50.0346
West,2017,7,10.164
East,2018,2,38.725
East,2018,2,214.4675
West,2015,7,30.2778
West,2015,7,10.7301
East,2018,3,15.44
East,2018,3,120.9416
East,2018,3,12.4752
East,2017,3,44.304
East,2017,3,6.3504
East,2017,3,22.5732
West,2015,12,2.4192
East,2017,7,-319.1916
West,2017,12,18.4632
West,2017,12,18.6872
West,2018,4,26.544
West,2018,4,30.186
West,2018,4,7.9662
East,2018,8,-630.882
West,2018,5,18.8328
West,2018,2,17.745
East,2015,3,4.914
East,2015,3,-199.617
East,2015,3,-10.0512
West,2016,6,35.994
West,2016,6,395.988
South,2017,8,3.3408
Central,2017,9,31.5192
Central,2017,5,109.422
Central,2017,5,21.33
Central,2017,5,13.9328
Central,2017,5,1.4456
Central,2017,5,301.968
Central,2017,5,3.969
Central,2017,5,21.7728
Central,2017,5,35.2772
West,2018,6,4.116
East,2018,10,-6.54
East,2018,10,11.088
South,2018,6,50.9208
Central,2015,11,-35.5136
South,2018,8,-11.19
South,2018,8,-0.8392
South,2017,1,32.4684
South,2017,1,31.5776
West,2017,9,-12.8784
West,2017,9,4.5448
South,2017,10,-4.3792
South,2017,10,-2.73
West,2016,11,42.495
West,2016,11,21.7532
South,2015,11,239.976
West,2017,7,4.498
South,2015,7,18.3276
West,2017,7,132.5898
West,2017,5,48.7011
East,2016,2,1270.99
West,2018,10,-479.988
Central,2018,6,-5.0094
East,2018,9,3.888
East,2018,9,-9.0904
West,2018,10,15.2988
Central,2017,6,0.552
Central,2017,6,23.6529
Central,2015,9,-121.2705
West,2017,1,76.2525
West,2017,1,17.7744
West,2017,1,12.2247
South,2018,12,-272.58
West,2017,1,21.5964
